,년,월,시간,주야,요일,시도,시군구,사고유형_대분류,면허경과년수,가해자법규위반,성별,연령,사망여부,가해자음주농도,보호장구,안전모_착용여부,도로종류,도로형태_대분류,도로형태,도로선형_대분류,도로선형_중분류,도로선형,교차로형태_대분류,교차로형태,노면상태_대분류,노면상태,기상상태,어린이보호구역여부,시도군구,exists,long,lat
54232,2015,3,5,야,일,강원도,홍천군,차대차,5~9,안전운전 의무 불이행,남,24,1,0,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,강원도홍천군,1,127.890841666666,37.6944222222222
54283,2015,3,7,주,월,경기도,광명시,차량단독,5~9,안전운전 의무 불이행,남,70,1,0,안전모,착용,시도,단일로,횡단보도부근,직선,직선,평지,,,포장,건조,맑음,N,경기도광명시,1,126.866708333333,37.47575
54400,2015,3,19,야,수,전라북도,정읍시,차대차,15~,신호위반,남,58,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라북도정읍시,1,126.858111111111,35.5668722222222
54419,2015,3,1,야,목,서울시,중랑구,차대차,1~4,중앙선 침범,남,40,1,0.25%~0.29%,안전모,미착용,특별광역시도,단일로,횡단보도부근,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시중랑구,1,127.094777777777,37.6038055555555
54594,2015,3,12,주,일,경기도,파주시,차량단독,10~14,안전운전 의무 불이행,남,31,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도파주시,1,126.781952777777,37.7570833333333
54600,2015,3,13,주,일,울산시,중구,차대차,미상,,남,69,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,울산시중구,1,129.332816213431,35.5697122805921
54665,2015,3,21,야,월,강원도,강릉시,차량단독,미상,안전운전 의무 불이행,남,18,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,강원도강릉시,1,128.878497222222,37.7491361111111
54668,2015,3,23,야,월,경상북도,구미시,차대차,5~9,안전운전 의무 불이행,남,32,1,0,,,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도구미시,1,128.346777777777,36.11655
54735,2015,4,15,주,수,충청북도,청주시,차량단독,15~,안전운전 의무 불이행,남,78,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,충청북도청주시,1,127.511730555555,36.5839972222222
54915,2015,4,22,야,토,경기도,양주시,차량단독,1~4,안전운전 의무 불이행,남,16,1,0,안전모,미착용,시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,흐림,N,경기도양주시,1,127.047819444444,37.78245
55156,2015,4,18,야,목,울산시,울주군,차량단독,15~,안전운전 의무 불이행,남,40,1,0,안전모,착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,울산시울주군,1,129.242474811581,35.5223064790022
55244,2015,4,2,야,토,부산시,북구,차량단독,1~4,안전운전 의무 불이행,남,22,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,오르막,교차로아님,교차로아님,포장,건조,맑음,N,부산시북구,1,128.992474999999,35.1941805555555
55278,2015,4,17,주,토,전라북도,김제시,차량단독,미상,안전운전 의무 불이행,남,66,1,0,안전모,미착용,이면도로,,,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,전라북도김제시,1,126.882752777777,35.8005749999999
55365,2015,4,17,주,월,충청북도,단양군,차량단독,미상,안전운전 의무 불이행,여,68,1,0,안전모,,군도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,충청북도단양군,1,128.367841666666,36.9817805555555
55394,2015,4,4,야,화,경기도,광명시,차대차,5~9,안전운전 의무 불이행,남,23,1,0,안전모,,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,비,N,경기도광명시,1,126.866708333333,37.47575
55452,2015,4,15,주,수,충청남도,금산군,차대차,미상,교차로 통행방법 위반,남,68,1,0,안전모,,일반국도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,충청남도금산군,1,127.490308333333,36.1058694444444
55489,2015,4,8,주,목,경상북도,경주시,차대차,5~9,중앙선 침범,남,27,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경상북도경주시,1,129.227022222222,35.8531694444444
55575,2015,4,20,야,금,서울시,서초구,차량단독,5~9,안전운전 의무 불이행,남,28,1,0,안전모,착용,특별광역시도,단일로,터널안,커브ㆍ곡각 ,우,오르막,교차로아님,교차로아님,포장,건조,맑음,N,서울시서초구,1,127.034811111111,37.4807861111111
55596,2015,4,8,주,토,충청남도,금산군,차대차,1~4,신호위반,남,80,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 오지이상,포장,건조,맑음,N,충청남도금산군,1,127.490308333333,36.1058694444444
55599,2015,4,9,주,토,경기도,안성시,차량단독,15~,안전운전 의무 불이행,남,58,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경기도안성시,1,127.281844444444,37.005175
55604,2015,4,13,주,토,충청남도,아산시,차량단독,5~9,안전운전 의무 불이행,남,30,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,충청남도아산시,1,127.004641666666,36.7871055555555
55674,2015,4,23,야,일,경기도,이천시,차량단독,미상,안전운전 의무 불이행,남,74,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,비,N,경기도이천시,1,127.443219444444,37.2754361111111
55752,2015,4,22,야,화,경기도,부천시,차대차,15~,신호위반,여,66,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도부천시,1,126.766,37.5035917
55781,2015,4,17,주,수,강원도,인제군,차대차,15~,중앙선 침범,남,63,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,강원도인제군,1,128.172697222222,38.0669722222222
55825,2015,4,11,주,목,전라북도,남원시,차량단독,15~,안전운전 의무 불이행,남,77,1,0,안전모,착용,일반국도,,,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,전라북도남원시,1,127.3925,35.4132555555555
55863,2015,4,1,야,금,서울시,송파구,차대차,15~,신호위반,남,38,1,0,,,특별광역시도,교차로,교차로내,직선,직선,내리막,교차로,교차로 - 사지,포장,건조,맑음,N,서울시송파구,1,127.107930555555,37.5117555555555
55890,2015,4,15,주,금,전라북도,정읍시,차대차,미상,,남,37,1,0,안전모,,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,전라북도정읍시,1,126.858111111111,35.5668722222222
55943,2015,4,2,야,토,부산시,사하구,차대차,5~9,중앙선 침범,남,27,1,0.20%~0.24%,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,오르막,교차로아님,교차로아님,포장,건조,맑음,N,부산시사하구,1,128.977041666666,35.1014277777777
56069,2015,4,21,야,일,충청남도,청양군,차대차,1~4,중앙선 침범,남,50,1,0.15%~0.19%,안전모,미착용,일반국도,단일로,기타단일로,직선,직선,오르막,교차로아님,교차로아님,포장,건조,맑음,N,충청남도청양군,1,126.804255555555,36.4562694444444
56078,2015,4,23,야,일,경기도,수원시,차대차,1~4,교차로 통행방법 위반,남,23,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도수원시,1,127.012222222222,37.3010111111111
56166,2015,4,9,주,화,경상남도,거창군,차대차,15~,중앙선 침범,여,56,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경상남도거창군,1,127.911655555555,35.683625
56415,2015,5,2,야,토,서울시,강남구,차량단독,1~4,안전운전 의무 불이행,남,45,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시강남구,1,127.049555555555,37.514575
56586,2015,5,0,야,화,서울시,광진구,차대차,5~9,안전운전 의무 불이행,남,25,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,서울시광진구,1,127.084533333333,37.5357388888888
56739,2015,5,16,주,목,경상남도,사천시,차량단독,15~,안전운전 의무 불이행,남,80,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상남도사천시,1,128.066777777777,35.0002833333333
56750,2015,5,19,야,목,전라남도,영암군,차량단독,미상,안전운전 의무 불이행,남,68,1,0,안전모,미착용,군도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도영암군,1,126.698619444444,34.7969888888888
56843,2015,5,16,주,토,경상북도,영천시,차대차,15~,중앙선 침범,남,44,1,0,안전모,,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상북도영천시,1,128.940775,35.9700527777777
56856,2015,5,18,야,토,강원도,양양군,차량단독,15~,과속,남,57,1,0,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,강원도양양군,1,128.621355555555,38.0728333333333
56873,2015,5,22,야,토,경기도,포천시,차량단독,미상,안전운전 의무 불이행,남,28,1,0,안전모,착용,이면도로,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경기도포천시,1,127.202419444444,37.8921555555555
57004,2015,5,11,주,화,부산시,사하구,차량단독,15~,안전운전 의무 불이행,남,67,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,부산시사하구,1,128.977041666666,35.1014277777777
57271,2015,5,16,주,토,충청남도,당진시,차대차,미상,중앙선 침범,남,51,1,0.10%~0.14%,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도당진시,1,126.630252777777,36.89075
57421,2015,5,22,야,월,경상북도,김천시,차량단독,1~4,안전운전 의무 불이행,남,29,1,0.30%~0.34%,안전모,착용,이면도로,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,맑음,N,경상북도김천시,1,128.1158,36.1368972222222
57446,2015,5,14,주,화,경상남도,밀양시,차대차,5~9,중앙선 침범,남,44,1,0.20%~0.24%,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상남도밀양시,1,128.748944444444,35.5007777777777
57550,2015,5,2,야,목,경기도,성남시,차량단독,5~9,안전운전 의무 불이행,남,24,1,0,안전모,,시도,단일로,지하차도(도로)내,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도성남시,1,127.147719444444,37.4474916666666
57584,2015,5,16,주,목,서울시,노원구,차량단독,10~14,안전운전 의무 불이행,여,30,1,0,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시노원구,1,127.058388888888,37.6514611111111
57647,2015,5,17,주,금,경기도,이천시,차대차,5~9,교차로 통행방법 위반,남,77,1,0,안전모,미착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도이천시,1,127.443219444444,37.2754361111111
57714,2015,5,15,주,토,경상북도,경주시,차대차,10~14,,남,35,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경상북도경주시,1,129.227022222222,35.8531694444444
57764,2015,5,14,주,일,제주시,서귀포시,차량단독,1~4,안전운전 의무 불이행,남,18,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,내리막,교차로아님,교차로아님,포장,건조,맑음,N,제주시서귀포시,1,126.512555555555,33.25235
57819,2015,5,5,야,월,강원도,속초시,차량단독,1~4,안전운전 의무 불이행,남,16,1,0,안전모,미착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,강원도속초시,1,128.594166666666,38.204275
57913,2015,5,17,주,화,전라북도,정읍시,차대차,15~,중앙선 침범,남,49,1,0.30%~0.34%,안전모,착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라북도정읍시,1,126.858111111111,35.5668722222222
57930,2015,5,22,야,화,서울시,동작구,차대차,1~4,신호위반,남,17,1,0,안전모,미착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,서울시동작구,1,126.941575,37.5096555555555
58008,2015,5,4,야,목,대구시,달서구,차량단독,1~4,안전운전 의무 불이행,남,21,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,대구시달서구,1,128.532590453916,35.8299774381395
58018,2015,5,10,주,목,전라북도,순창군,차대차,15~,교차로 통행방법 위반,남,92,1,0,안전모,,군도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라북도순창군,1,127.139630555555,35.3713888888888
58043,2015,5,17,주,목,경기도,수원시,차량단독,1~4,안전운전 의무 불이행,남,32,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도수원시,1,127.012222222222,37.3010111111111
58117,2015,5,7,주,토,경상남도,함양군,차대차,10~14,중앙선 침범,남,68,1,0,안전모,미착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,비,N,경상남도함양군,1,127.727419444444,35.5174694444444
58188,2015,5,6,주,일,서울시,중랑구,차대차,1~4,안전운전 의무 불이행,남,25,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,서울시중랑구,1,127.094777777777,37.6038055555555
58191,2015,5,8,주,일,경기도,화성시,차대차,15~,과속,남,31,1,0,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도화성시,1,126.833530555555,37.1968166666666
58452,2015,6,17,주,목,경기도,고양시,차대차,1~4,신호위반,남,16,1,0,안전모,미착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도고양시,1,126.777055555555,37.6559083333333
58470,2015,6,22,야,목,경기도,평택시,차대차,10~14,안전운전 의무 불이행,남,31,1,0,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도평택시,1,127.114655555555,36.9894388888888
58480,2015,6,8,주,금,경상북도,포항시,차량단독,미상,안전운전 의무 불이행,남,81,1,0,안전모,,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,젖음/습기,비,N,경상북도포항시,1,129.361666666666,36.0056861111111
58484,2015,6,11,주,금,충청북도,충주시,차대차,15~,중앙선 침범,남,78,1,0,안전모,미착용,시도,교차로,교차로부근,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,충청북도충주시,1,127.928144444444,36.9881805555555
58539,2015,6,2,야,토,대구시,달서구,차량단독,10~14,안전운전 의무 불이행,남,28,1,0.05%~0.09%,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,대구시달서구,1,128.532590453916,35.8299774381395
58616,2015,6,10,주,일,충청북도,청주시,차대차,15~,,남,42,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,충청북도청주시,1,127.511730555555,36.5839972222222
58618,2015,6,10,주,일,경상남도,창원시,차대차,5~9,신호위반,남,48,1,0,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도창원시,1,128.6401544,35.2540033
58629,2015,6,13,주,일,경상남도,고성군,차대차,15~,신호위반,남,71,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도고성군,1,128.324541666666,34.9699
58639,2015,6,15,주,일,충청남도,논산시,차량단독,1~4,안전운전 의무 불이행,남,76,1,0,안전모,미착용,이면도로,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도논산시,1,127.100911111111,36.1842027777777
58646,2015,6,17,주,일,경상북도,구미시,차량단독,미상,안전운전 의무 불이행,남,50,1,0.20%~0.24%,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상북도구미시,1,128.346777777777,36.11655
58677,2015,6,4,야,월,서울시,동작구,차량단독,10~14,안전운전 의무 불이행,남,31,1,0.10%~0.14%,안전모,착용,특별광역시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,서울시동작구,1,126.941575,37.5096555555555
58682,2015,6,10,주,월,강원도,철원군,차대차,15~,안전거리 미확보,남,79,1,0,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,흐림,N,강원도철원군,1,127.315733333333,38.1440555555555
58727,2015,6,8,주,화,충청북도,음성군,차대차,15~,안전운전 의무 불이행,남,93,1,0,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청북도음성군,1,127.692622222222,36.9374055555555
58739,2015,6,13,주,화,전라북도,순창군,차량단독,5~9,안전운전 의무 불이행,남,80,1,0,,,군도,,,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라북도순창군,1,127.139630555555,35.3713888888888
58773,2015,6,23,야,화,경기도,평택시,차량단독,1~4,안전운전 의무 불이행,남,16,1,0,안전모,미착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,경기도평택시,1,127.114655555555,36.9894388888888
58797,2015,6,13,주,수,세종시,세종시,차대차,10~14,중앙선 침범,남,69,1,0,안전모,착용,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,세종시세종시,1,127.289448,36.479522
58819,2015,6,20,야,수,충청남도,보령시,차대차,10~14,안전운전 의무 불이행,남,57,1,0.15%~0.19%,,,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,충청남도보령시,1,126.614886111111,36.330575
58827,2015,6,23,야,수,대구시,달서구,차대차,15~,,남,48,1,0,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,대구시달서구,1,128.532590453916,35.8299774381395
58861,2015,6,15,주,목,경상북도,김천시,차량단독,미상,안전운전 의무 불이행,남,74,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,경상북도김천시,1,128.1158,36.1368972222222
58869,2015,6,18,야,목,충청남도,서산시,차대차,15~,안전운전 의무 불이행,남,60,1,0.10%~0.14%,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,젖음/습기,비,N,충청남도서산시,1,126.452163888888,36.7820972222222
58891,2015,6,9,주,금,전라북도,고창군,차대차,미상,,여,65,1,0,,,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,전라북도고창군,1,126.704108333333,35.4327388888888
58912,2015,6,17,주,금,전라남도,고흥군,차량단독,1~4,안전운전 의무 불이행,여,60,1,0,,,이면도로,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,전라남도고흥군,1,127.287055555555,34.6080694444444
58973,2015,6,16,주,토,전라남도,강진군,차량단독,미상,안전운전 의무 불이행,여,81,1,0,안전모,미착용,이면도로,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도강진군,1,126.769197222222,34.6389111111111
59015,2015,6,3,야,일,울산시,동구,차량단독,미상,안전운전 의무 불이행,남,15,1,0,안전모,미착용,특별광역시도,,,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,울산시동구,1,129.416691882745,35.5051699632486
59024,2015,6,10,주,일,경기도,포천시,차량단독,미상,안전운전 의무 불이행,남,29,1,0.05%~0.09%,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도포천시,1,127.202419444444,37.8921555555555
59107,2015,6,21,야,월,제주시,제주시,차량단독,1~4,안전운전 의무 불이행,남,79,1,0,,,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,제주시제주시,1,126.533208333333,33.4963111111111
59187,2015,6,10,주,수,서울시,은평구,차대차,15~,,남,85,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,직선,직선,내리막,교차로아님,교차로아님,포장,건조,맑음,N,서울시은평구,1,126.931241666666,37.5999694444444
59334,2015,6,22,야,금,경기도,성남시,차대차,1~4,신호위반,남,31,1,0,안전모,미착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,건조,맑음,N,경기도성남시,1,127.147719444444,37.4474916666666
59362,2015,6,14,주,토,경상남도,사천시,차대차,미상,,남,59,1,0.20%~0.24%,안전모,착용,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경상남도사천시,1,128.066777777777,35.0002833333333
59378,2015,6,19,야,토,부산시,사하구,차대차,5~9,신호위반,남,61,1,0,안전모,,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 삼지,포장,젖음/습기,비,N,부산시사하구,1,128.977041666666,35.1014277777777
59397,2015,6,10,주,일,경상남도,창원시,차대차,1~4,안전운전 의무 불이행,남,40,1,0,안전모,착용,시도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,흐림,N,경상남도창원시,1,128.6401544,35.2540033
59400,2015,6,12,주,일,강원도,춘천시,차량단독,10~14,안전운전 의무 불이행,남,71,1,0,안전모,미착용,시도,단일로,기타단일로,커브ㆍ곡각 ,좌,오르막,교차로아님,교차로아님,포장,건조,맑음,N,강원도춘천시,1,127.732311111111,37.8785416666666
59409,2015,6,14,주,일,경상북도,경산시,차대차,10~14,중앙선 침범,남,55,1,0,안전모,착용,지방도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상북도경산시,1,128.743463888888,35.8220888888888
59418,2015,6,17,주,일,전라남도,구례군,차량단독,15~,안전운전 의무 불이행,남,43,1,0,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,전라남도구례군,1,127.464933333333,35.1994583333333
59435,2015,6,22,야,일,경기도,광명시,차대차,미상,신호위반,남,20,1,0,안전모,,시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,경기도광명시,1,126.866708333333,37.47575
59493,2015,6,0,야,화,부산시,북구,차량단독,미상,안전운전 의무 불이행,남,18,1,0,안전모,미착용,특별광역시도,단일로,기타단일로,커브ㆍ곡각 ,우,오르막,교차로아님,교차로아님,포장,건조,맑음,N,부산시북구,1,128.992474999999,35.1941805555555
59626,2015,6,11,주,목,경기도,포천시,차량단독,15~,안전운전 의무 불이행,남,47,1,0,안전모,착용,일반국도,단일로,기타단일로,커브ㆍ곡각 ,우,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경기도포천시,1,127.202419444444,37.8921555555555
59727,2015,6,1,야,토,경기도,시흥시,차대차,5~9,안전운전 의무 불이행,남,24,1,0,안전모,착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경기도시흥시,1,126.805077777777,37.3773194444444
59818,2015,6,7,주,일,전라남도,함평군,차량단독,미상,안전운전 의무 불이행,남,78,1,0,안전모,미착용,이면도로,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도함평군,1,126.518619444444,35.0627444444444
59840,2015,6,17,주,일,경상남도,함안군,차대차,15~,중앙선 침범,남,82,1,0,안전모,미착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,평지  ,교차로아님,교차로아님,포장,건조,맑음,N,경상남도함안군,1,128.408708333333,35.2694055555555
59856,2015,6,4,야,월,서울시,은평구,차대차,미상,신호위반,남,29,1,0,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,서울시은평구,1,126.931241666666,37.5999694444444
59883,2015,6,15,주,월,전라남도,순천시,차량단독,1~4,안전운전 의무 불이행,남,74,1,0,안전모,미착용,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,전라남도순천시,1,127.489330555555,34.9476055555555
59987,2015,7,6,주,수,울산시,울주군,차량단독,15~,안전운전 의무 불이행,남,79,1,0,안전모,미착용,특별광역시도,교차로,교차로부근,커브ㆍ곡각 ,우,오르막,교차로,교차로 - 삼지,포장,건조,맑음,N,울산시울주군,1,129.242474811581,35.5223064790022
60031,2015,7,19,야,수,울산시,북구,차대차,10~14,신호위반,남,30,1,0.05%~0.09%,안전모,착용,특별광역시도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,울산시북구,1,129.361244971292,35.5827078312412
60065,2015,7,10,주,목,충청남도,당진시,차량단독,미상,안전운전 의무 불이행,남,63,1,0.05%~0.09%,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,좌,내리막,교차로아님,교차로아님,포장,건조,맑음,N,충청남도당진시,1,126.630252777777,36.89075
60079,2015,7,14,주,목,충청남도,서천군,차대차,10~14,신호위반,남,81,1,0,안전모,착용,지방도,교차로,교차로내,직선,직선,평지,교차로,교차로 - 사지,포장,건조,맑음,N,충청남도서천군,1,126.693888888888,36.0774055555555
60245,2015,7,10,주,일,경상남도,양산시,차량단독,5~9,안전운전 의무 불이행,남,66,1,0,,,시도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,맑음,N,경상남도양산시,1,129.039411111111,35.3319277777777
60283,2015,7,20,야,일,충청남도,부여군,차량단독,미상,안전운전 의무 불이행,남,58,1,0,,,일반국도,단일로,기타단일로,직선,직선,평지,교차로아님,교차로아님,포장,건조,흐림,N,충청남도부여군,1,126.911863888888,36.2728222222222
60302,2015,7,9,주,월,경기도,양주시,차대차,1~4,안전운전 의무 불이행,남,20,1,0,안전모,착용,지방도,단일로,기타단일로,커브ㆍ곡각 ,우,오르막,교차로아님,교차로아님,포장,건조,맑음,N,경기도양주시,1,127.047819444444,37.78245
